"NOMBRE","ACTIVIDAD","DIRECCION","X","X.1","origin","DIRECCION.CLEAN","regexp","calle","numero"
"LA NUEVA ANDALUZA","BAR NOTABLE","CAMARONES 1412",NA,NA,"D2","camarones 1412","^([a-z ]*)([0-9]+)","camarones","1412"
"LA FLOR DE BARRACAS","BAR NOTABLE","SUAREZ AV. 2095",NA,NA,"D2","suarez av 2095","^([a-z ]*)([0-9]+)","suarez av","2095"
"LA ACADEMIA","BAR NOTABLE","CALLAO AV. 368",NA,NA,"D2","callao av 368","^([a-z ]*)([0-9]+)","callao av","368"
"CAPISCI","BAR NOTABLE","VUELTA DE OBLIGADO 2072",NA,NA,"D2","vuelta de obligado 2072","^([a-z ]*)([0-9]+)","vuelta de obligado","2072"
"CAFFE TABAC","BAR NOTABLE","DEL LIBERTADOR AV. 2300",NA,NA,"D2","del libertador av 2300","^([a-z ]*)([0-9]+)","del libertador av","2300"
"CAFE ROMA","BAR NOTABLE","OLAVARRIA 409",NA,NA,"D2","olavarria 409","^([a-z ]*)([0-9]+)","olavarria","409"
"CAFE PALACIO","BAR NOTABLE","LACROZE, FEDERICO AV. 3901",NA,NA,"D2","lacroze federico av 3901","^([a-z ]*)([0-9]+)","lacroze federico av","3901"
"CAFE DE LA U","BAR NOTABLE","TRIUNVIRATO AV. 4801",NA,NA,"D2","triunvirato av 4801","^([a-z ]*)([0-9]+)","triunvirato av","4801"
"CAFE DE LA ESQUINA","BAR NOTABLE","DEL LIBERTADOR AV. 6169",NA,NA,"D2","del libertador av 6169","^([a-z ]*)([0-9]+)","del libertador av","6169"
"BOSTON CITY","BAR NOTABLE","FLORIDA 165",NA,NA,"D2","florida 165","^([a-z ]*)([0-9]+)","florida","165"
"LA FARMACIA","BAR NOTABLE","DIRECTORIO AV. 2400",NA,NA,"D2","directorio av 2400","^([a-z ]*)([0-9]+)","directorio av","2400"
"TOKIO","BAR NOTABLE","ALVAREZ JONTE AV. 3550",NA,NA,"D2","alvarez jonte av 3550","^([a-z ]*)([0-9]+)","alvarez jonte av","3550"
"THE BRIGHTON","BAR NOTABLE","SARMIENTO 645",NA,NA,"D2","sarmiento 645","^([a-z ]*)([0-9]+)","sarmiento","645"
"PETIT COLON","BAR NOTABLE","LIBERTAD 505",NA,NA,"D2","libertad 505","^([a-z ]*)([0-9]+)","libertad","505"
"MIRAMAR","BAR NOTABLE","SARANDI 1190",NA,NA,"D2","sarandi 1190","^([a-z ]*)([0-9]+)","sarandi","1190"
"LONDON CITY","BAR NOTABLE","DE MAYO AV. 599",NA,NA,"D2","de mayo av 599","^([a-z ]*)([0-9]+)","de mayo av","599"
"LAS VIOLETAS","BAR NOTABLE","RIVADAVIA AV. 3899",NA,NA,"D2","rivadavia av 3899","^([a-z ]*)([0-9]+)","rivadavia av","3899"
"LA POESIA","BAR NOTABLE","CHILE 502",NA,NA,"D2","chile 502","^([a-z ]*)([0-9]+)","chile","502"
"LA GIRALDA","BAR NOTABLE","CORRIENTES AV. 1453",NA,NA,"D2","corrientes av 1453","^([a-z ]*)([0-9]+)","corrientes av","1453"
"LA CORUÑA","BAR NOTABLE","BOLIVAR 982",NA,NA,"D2","bolivar 982","^([a-z ]*)([0-9]+)","bolivar","982"
"LA BIELA","BAR NOTABLE","QUINTANA, MANUEL, PRES. AV. 600",NA,NA,"D2","quintana manuel pres av 600","^([a-z ]*)([0-9]+)","quintana manuel pres av","600"
"FLORIDA GARDEN","BAR NOTABLE","FLORIDA 899",NA,NA,"D2","florida 899","^([a-z ]*)([0-9]+)","florida","899"
"EL PROGRESO","BAR NOTABLE","MONTES DE OCA, MANUEL 1702",NA,NA,"D2","montes de oca manuel 1702","^([a-z ]*)([0-9]+)","montes de oca manuel","1702"
"HIPOPOTAMO","BAR NOTABLE","BRASIL 401",NA,NA,"D2","brasil 401","^([a-z ]*)([0-9]+)","brasil","401"
"EL FARO","BAR NOTABLE","DE LOS CONSTITUYENTES AV. 4099",NA,NA,"D2","de los constituyentes av 4099","^([a-z ]*)([0-9]+)","de los constituyentes av","4099"
"CONFITERIA SAINT MORITZ","BAR NOTABLE","ESMERALDA 894",NA,NA,"D2","esmeralda 894","^([a-z ]*)([0-9]+)","esmeralda","894"
"PLAZA BAR","BAR NOTABLE","FLORIDA 1005",NA,NA,"D2","florida 1005","^([a-z ]*)([0-9]+)","florida","1005"
"OLIMPO","BAR NOTABLE","ARREGUI 5794",NA,NA,"D2","arregui 5794","^([a-z ]*)([0-9]+)","arregui","5794"
"LOS LAURELES","BAR NOTABLE","IRIARTE, GRAL. AV. 2290",NA,NA,"D2","iriarte gral av 2290","^([a-z ]*)([0-9]+)","iriarte gral av","2290"
"LE CARAVELLE","BAR NOTABLE","LAVALLE 726",NA,NA,"D2","lavalle 726","^([a-z ]*)([0-9]+)","lavalle","726"
"LA PUERTO RICO","BAR NOTABLE","ALSINA, ADOLFO 416",NA,NA,"D2","alsina adolfo 416","^([a-z ]*)([0-9]+)","alsina adolfo","416"
"LA PERLA","BAR NOTABLE","DON PEDRO DE MENDOZA AV. 1891",NA,NA,"D2","don pedro de mendoza av 1891","^([a-z ]*)([0-9]+)","don pedro de mendoza av","1891"
"LA EMBAJADA","BAR NOTABLE","SANTIAGO DEL ESTERO 88",NA,NA,"D2","santiago del estero 88","^([a-z ]*)([0-9]+)","santiago del estero","88"
"LA BUENA MEDIDA","BAR NOTABLE","SUAREZ 101",NA,NA,"D2","suarez 101","^([a-z ]*)([0-9]+)","suarez","101"
"IBERIA","BAR NOTABLE","DE MAYO AV. 1196",NA,NA,"D2","de mayo av 1196","^([a-z ]*)([0-9]+)","de mayo av","1196"
"EL QUERANDI","BAR NOTABLE","PERU 302",NA,NA,"D2","peru 302","^([a-z ]*)([0-9]+)","peru","302"
"EL PREFERIDO DE PALERMO","BAR NOTABLE","BORGES, JORGE LUIS 2108",NA,NA,"D2","borges jorge luis 2108","^([a-z ]*)([0-9]+)","borges jorge luis","2108"
"EL GATO NEGRO","BAR NOTABLE","CORRIENTES AV. 1669",NA,NA,"D2","corrientes av 1669","^([a-z ]*)([0-9]+)","corrientes av","1669"
"CONFITERIA IDEAL","BAR NOTABLE","SUIPACHA 384",NA,NA,"D2","suipacha 384","^([a-z ]*)([0-9]+)","suipacha","384"
"CLASICA Y MODERNA","BAR NOTABLE","CALLAO AV. 892",NA,NA,"D2","callao av 892","^([a-z ]*)([0-9]+)","callao av","892"
"CAFE RETIRO","BAR NOTABLE","RAMOS MEJIA, JOSE MARIA, DR. AV. 1358",NA,NA,"D2","ramos mejia jose maria dr av 1358","^([a-z ]*)([0-9]+)","ramos mejia jose maria dr av","1358"
"CAFE MARGOT","BAR NOTABLE","BOEDO AV. 857",NA,NA,"D2","boedo av 857","^([a-z ]*)([0-9]+)","boedo av","857"
"LOS GALGOS","BAR NOTABLE","CALLAO AV. 501",NA,NA,"D2","callao av 501","^([a-z ]*)([0-9]+)","callao av","501"
"EL COLECCIONISTA","BAR NOTABLE","RIVADAVIA AV. 4929",NA,NA,"D2","rivadavia av 4929","^([a-z ]*)([0-9]+)","rivadavia av","4929"
"DON JUAN","BAR NOTABLE","CAMARONES 2702",NA,NA,"D2","camarones 2702","^([a-z ]*)([0-9]+)","camarones","2702"
"CAFE DE GARCIA","BAR NOTABLE","SANABRIA 3302",NA,NA,"D2","sanabria 3302","^([a-z ]*)([0-9]+)","sanabria","3302"
"BAR SUR","BAR NOTABLE","ESTADOS UNIDOS 299",NA,NA,"D2","estados unidos 299","^([a-z ]*)([0-9]+)","estados unidos","299"
"CONFITERIA DEL HOTEL CASTELAR","BAR NOTABLE","DE MAYO AV. 1048",NA,NA,"D2","de mayo av 1048","^([a-z ]*)([0-9]+)","de mayo av","1048"
"CLARIDGE BAR","BAR NOTABLE","TUCUMAN 535",NA,NA,"D2","tucuman 535","^([a-z ]*)([0-9]+)","tucuman","535"
"CAFE TORTONI","BAR NOTABLE","DE MAYO AV. 825",NA,NA,"D2","de mayo av 825","^([a-z ]*)([0-9]+)","de mayo av","825"
"CAFE NOSTALGIA","BAR NOTABLE","SOLER 3599",NA,NA,"D2","soler 3599","^([a-z ]*)([0-9]+)","soler","3599"
"CAFE MAR AZUL","BAR NOTABLE","TUCUMAN 1700",NA,NA,"D2","tucuman 1700","^([a-z ]*)([0-9]+)","tucuman","1700"
"ESQUINA HOMERO MANZI","BAR NOTABLE","SAN JUAN AV. 3601",NA,NA,"D2","san juan av 3601","^([a-z ]*)([0-9]+)","san juan av","3601"
"CAFE EL BANDERIN","BAR NOTABLE","GUARDIA VIEJA 3601",NA,NA,"D2","guardia vieja 3601","^([a-z ]*)([0-9]+)","guardia vieja","3601"
"CAFE DE LOS ANGELITOS","BAR NOTABLE","RIVADAVIA AV. 2100",NA,NA,"D2","rivadavia av 2100","^([a-z ]*)([0-9]+)","rivadavia av","2100"
"BAR BRITANICO","BAR NOTABLE","BRASIL AV. 399",NA,NA,"D2","brasil av 399","^([a-z ]*)([0-9]+)","brasil av","399"
"BAR SEDDON","BAR NOTABLE","DEFENSA 695",NA,NA,"D2","defensa 695","^([a-z ]*)([0-9]+)","defensa","695"
"BAR OVIEDO","BAR NOTABLE","DE LA TORRE, LISANDRO AV. 2407",NA,NA,"D2","de la torre lisandro av 2407","^([a-z ]*)([0-9]+)","de la torre lisandro av","2407"
"BAR EL FEDERAL","BAR NOTABLE","CALVO, CARLOS 395",NA,NA,"D2","calvo carlos 395","^([a-z ]*)([0-9]+)","calvo carlos","395"
"BAR DEL HOTEL ALVEAR","BAR NOTABLE","ALVEAR AV. 1891",NA,NA,"D2","alvear av 1891","^([a-z ]*)([0-9]+)","alvear av","1891"
"36 BILLARES","BAR NOTABLE","DE MAYO AV. 1265",NA,NA,"D2","de mayo av 1265","^([a-z ]*)([0-9]+)","de mayo av","1265"
"BAR PLAZA DORREGO","BAR NOTABLE","DEFENSA 1096",NA,NA,"D2","defensa 1096","^([a-z ]*)([0-9]+)","defensa","1096"
"BARBARO - BAR O BAR","BAR CULTURAL","TRES SARGENTOS 415",NA,NA,"D2","tres sargentos 415","^([a-z ]*)([0-9]+)","tres sargentos","415"
"BAR EL ESTAÑO 1880","BAR NOTABLE","VALLE, ARISTOBULO DEL 1100",NA,NA,"D2","valle aristobulo del 1100","^([a-z ]*)([0-9]+)","valle aristobulo del","1100"
"BAR DE CAO","BAR NOTABLE","INDEPENDENCIA AV. 2400",NA,NA,"D2","independencia av 2400","^([a-z ]*)([0-9]+)","independencia av","2400"
"AMERICAN BAR","BAR NOTABLE","SAENZ PE�A, ROQUE, PRES. AV. 632",NA,NA,"D2",NA,"",NA,NA
"12 DE OCTUBRE (BAR DE ROBERTO)","BAR NOTABLE","BULNES 331",NA,NA,"D2","bulnes 331","^([a-z ]*)([0-9]+)","bulnes","331"
"CLUB CULTURAL MATIENZO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PRINGLES 1249",NA,NA,"D2","pringles 1249","^([a-z ]*)([0-9]+)","pringles","1249"
"BIBLIOTECA POPULAR ARGENTINA PARA CIEGOS","BIBLIOTECA","LEZICA 3909",NA,NA,"D2","lezica 3909","^([a-z ]*)([0-9]+)","lezica","3909"
"BIBLIOTECA POPULAR GENERAL ALVEAR","BIBLIOTECA","AVELLANEDA 542",NA,NA,"D2","avellaneda 542","^([a-z ]*)([0-9]+)","avellaneda","542"
"CLUB OBRAS SANITARIAS DE LA NACION","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DEL LIBERTADOR AV. 7395",NA,NA,"D2","del libertador av 7395","^([a-z ]*)([0-9]+)","del libertador av","7395"
"BIBLIOTECA POPULAR ALBERTO GERCHUNOFF","BIBLIOTECA","SARMIENTO 2233",NA,NA,"D2","sarmiento 2233","^([a-z ]*)([0-9]+)","sarmiento","2233"
"BIBLIOTECA POPULAR GRAL. BENITO NAZAR","BIBLIOTECA","ANTEZANA 340",NA,NA,"D2","antezana 340","^([a-z ]*)([0-9]+)","antezana","340"
"BIBLIOTECA POPULAR JUAN MARIA BECCIU","BIBLIOTECA","GRANADA, NICOLAS 1660",NA,NA,"D2","granada nicolas 1660","^([a-z ]*)([0-9]+)","granada nicolas","1660"
"BIBLIOTECA POPULAR EL RESPLANDOR","BIBLIOTECA","LLERENA 2727",NA,NA,"D2","llerena 2727","^([a-z ]*)([0-9]+)","llerena","2727"
"OPERA CITI","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 860",NA,NA,"D2","corrientes av 860","^([a-z ]*)([0-9]+)","corrientes av","860"
"MOLIERE CAFE CONCERT","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CHILE AV. 299",NA,NA,"D2","chile av 299","^([a-z ]*)([0-9]+)","chile av","299"
"GRUPO DE TEATRO COMUNITARIO POMPAPETRIYASS DE PARQUE PATRICIOS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","LUCA, ESTEBAN DE Y BRASIL",NA,NA,"D2","luca esteban de y brasil","","luca esteban de y brasil","luca esteban de y brasil"
"BRILLA CORDELIA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PERON, JUAN DOMINGO, TTE. GENERAL 1926",NA,NA,"D2","peron juan domingo tte general 1926","^([a-z ]*)([0-9]+)","peron juan domingo tte general","1926"
"QUERIDA ELENA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PI Y MARGALL 1124",NA,NA,"D2","pi y margall 1124","^([a-z ]*)([0-9]+)","pi y margall","1124"
"ESPACIO TBK","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","TRELLES, MANUEL R. 2033",NA,NA,"D2","trelles manuel r 2033","^([a-z ]*)([0-9]+)","trelles manuel r","2033"
"TEATRO PAYRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SAN MARTIN 766",NA,NA,"D2","san martin 766","^([a-z ]*)([0-9]+)","san martin","766"
"TEATRO DEL ARTEFACTO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SARANDI 760",NA,NA,"D2","sarandi 760","^([a-z ]*)([0-9]+)","sarandi","760"
"DEL BORDE ESPACIO TEATRAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CHILE 630",NA,NA,"D2","chile 630","^([a-z ]*)([0-9]+)","chile","630"
"EL SOTANO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GARCIA, TEODORO 3234",NA,NA,"D2","garcia teodoro 3234","^([a-z ]*)([0-9]+)","garcia teodoro","3234"
"SOCIEDAD HEBRAICA ARGENTINA (SHA)","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SARMIENTO 2233",NA,NA,"D2","sarmiento 2233","^([a-z ]*)([0-9]+)","sarmiento","2233"
"ESPACIO CULTURAL C.E.I.A.C","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","FREIRE, RAMON, CAP. GRAL. 1658",NA,NA,"D2","freire ramon cap gral 1658","^([a-z ]*)([0-9]+)","freire ramon cap gral","1658"
"LA SODERIA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","VIDAL 2549",NA,NA,"D2","vidal 2549","^([a-z ]*)([0-9]+)","vidal","2549"
"EL ARBOL, CENTRO DE INVESTIGACION TEATRAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","14 DE JULIO 1261",NA,NA,"D2","14 de julio 1261","^([a-z ]*)([0-9]+)","de julio 1261","14 de julio 1261"
"CLUB DEL PROGRESO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SARMIENTO 1334",NA,NA,"D2","sarmiento 1334","^([a-z ]*)([0-9]+)","sarmiento","1334"
"LA ESCALERA ESPACIO DE ARTE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","JUSTO, JUAN B. AV. 889",NA,NA,"D2","justo juan b av 889","^([a-z ]*)([0-9]+)","justo juan b av","889"
"CLUB ITALIANO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","RIVADAVIA AV. 4731",NA,NA,"D2","rivadavia av 4731","^([a-z ]*)([0-9]+)","rivadavia av","4731"
"EL GALPON DE CATALINAS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PEREZ GALDOS, BENITO AV. 93",NA,NA,"D2","perez galdos benito av 93","^([a-z ]*)([0-9]+)","perez galdos benito av","93"
"BOEDO XXI ESPACIO DE TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BOEDO AV. 853",NA,NA,"D2","boedo av 853","^([a-z ]*)([0-9]+)","boedo av","853"
"EMPIRE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","YRIGOYEN, HIPOLITO 1934",NA,NA,"D2","yrigoyen hipolito 1934","^([a-z ]*)([0-9]+)","yrigoyen hipolito","1934"
"EL DESGUACE, TEATRO Y ALMACEN CULTURAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MEXICO 3694",NA,NA,"D2","mexico 3694","^([a-z ]*)([0-9]+)","mexico","3694"
"TEATRO AVENIDA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DE MAYO AV. 1220",NA,NA,"D2","de mayo av 1220","^([a-z ]*)([0-9]+)","de mayo av","1220"
"TERRAZA TEATRO BAR","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1660",NA,NA,"D2","corrientes av 1660","^([a-z ]*)([0-9]+)","corrientes av","1660"
"EL VICTORIAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PIEDRAS 722",NA,NA,"D2","piedras 722","^([a-z ]*)([0-9]+)","piedras","722"
"LA SALITA ESPACIO CULTURAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","YRIGOYEN, HIPOLITO 1362",NA,NA,"D2","yrigoyen hipolito 1362","^([a-z ]*)([0-9]+)","yrigoyen hipolito","1362"
"TEATRO TALLER EL GRITO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","COSTA RICA 5459",NA,NA,"D2","costa rica 5459","^([a-z ]*)([0-9]+)","costa rica","5459"
"EL FINO ESPACIO CULTURAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PARANA 673",NA,NA,"D2","parana 673","^([a-z ]*)([0-9]+)","parana","673"
"MACHADO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MACHADO, ANTONIO 617",NA,NA,"D2","machado antonio 617","^([a-z ]*)([0-9]+)","machado antonio","617"
"ESTUDIO ROBERTO SAIZ","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DE MAYO AV. 1430",NA,NA,"D2","de mayo av 1430","^([a-z ]*)([0-9]+)","de mayo av","1430"
"AUDITORIO HOTEL BAUEN","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CALLAO AV. 360",NA,NA,"D2","callao av 360","^([a-z ]*)([0-9]+)","callao av","360"
"PASEO LA PLAZA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1660",NA,NA,"D2","corrientes av 1660","^([a-z ]*)([0-9]+)","corrientes av","1660"
"TEATRO CALIBAN","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MEXICO 1428",NA,NA,"D2","mexico 1428","^([a-z ]*)([0-9]+)","mexico","1428"
"BAJO CORRIENTES","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1632",NA,NA,"D2","corrientes av 1632","^([a-z ]*)([0-9]+)","corrientes av","1632"
"ANGEL DEL ABASTO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ZELAYA 3122",NA,NA,"D2","zelaya 3122","^([a-z ]*)([0-9]+)","zelaya","3122"
"LA CHILINGA","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","RUIZ HUIDOBRO AV. 4228",NA,NA,"D2","ruiz huidobro av 4228","^([a-z ]*)([0-9]+)","ruiz huidobro av","4228"
"LA FUGA CABRERA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CABRERA, JOSE A. 4871",NA,NA,"D2","cabrera jose a 4871","^([a-z ]*)([0-9]+)","cabrera jose a","4871"
"TEATRO REGINA - CASA DEL TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SANTA FE AV. 1243",NA,NA,"D2","santa fe av 1243","^([a-z ]*)([0-9]+)","santa fe av","1243"
"EL ATAJO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MONTAÃ‘ESES 1977",NA,NA,"D2","montaaeses 1977","^([a-z ]*)([0-9]+)","montaaeses","1977"
"TEATRO ABSURDO DE PALERMO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","RAVIGNANI, EMILIO, DR. 1557",NA,NA,"D2","ravignani emilio dr 1557","^([a-z ]*)([0-9]+)","ravignani emilio dr","1557"
"MADERA DE SUEÑOS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","JUFRE 375",NA,NA,"D2","jufre 375","^([a-z ]*)([0-9]+)","jufre","375"
"CORRIENTE AZUL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 5965",NA,NA,"D2","corrientes av 5965","^([a-z ]*)([0-9]+)","corrientes av","5965"
"EL FARABUTE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 5534",NA,NA,"D2","corrientes av 5534","^([a-z ]*)([0-9]+)","corrientes av","5534"
"TEATRO COLISEO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ALVEAR, MARCELO T. DE 1125",NA,NA,"D2","alvear marcelo t de 1125","^([a-z ]*)([0-9]+)","alvear marcelo t de","1125"
"CINE TEATRO SAN PEDRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BERMUDEZ 2052",NA,NA,"D2","bermudez 2052","^([a-z ]*)([0-9]+)","bermudez","2052"
"EL DOBLE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ARAOZ 727",NA,NA,"D2","araoz 727","^([a-z ]*)([0-9]+)","araoz","727"
"LA OTRA ORILLA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","URQUIZA, GRAL. 124",NA,NA,"D2","urquiza gral 124","^([a-z ]*)([0-9]+)","urquiza gral","124"
"AUDITORIO BEN AMI","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","JAURES, JEAN 746",NA,NA,"D2","jaures jean 746","^([a-z ]*)([0-9]+)","jaures jean","746"
"PAN Y ARTE / BOEDO VIDA Y ARTE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BOEDO AV. 876",NA,NA,"D2","boedo av 876","^([a-z ]*)([0-9]+)","boedo av","876"
"TEMPLUM","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","AYACUCHO 318",NA,NA,"D2","ayacucho 318","^([a-z ]*)([0-9]+)","ayacucho","318"
"TEATRO LA CASONA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1975",NA,NA,"D2","corrientes av 1975","^([a-z ]*)([0-9]+)","corrientes av","1975"
"CENTRO ARGENTINO DE TEATRO CIEGO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ZELAYA 3006",NA,NA,"D2","zelaya 3006","^([a-z ]*)([0-9]+)","zelaya","3006"
"THE CAVERN CLUB","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1660",NA,NA,"D2","corrientes av 1660","^([a-z ]*)([0-9]+)","corrientes av","1660"
"GRUPO DE TEATRO COMUNITARIO RES O NO RES","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DIRECTORIO AV. Y DE LA TORRE, LISANDRO AV.",NA,NA,"D2","directorio av y de la torre lisandro av","","directorio av y de la torre lisandro av","directorio av y de la torre lisandro av"
"EL PISO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","HIDALGO 878",NA,NA,"D2","hidalgo 878","^([a-z ]*)([0-9]+)","hidalgo","878"
"EL EPICO DE FLORESTA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GAONA AV. 4660",NA,NA,"D2","gaona av 4660","^([a-z ]*)([0-9]+)","gaona av","4660"
"DANDELION","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORDOBA AV. 2429",NA,NA,"D2","cordoba av 2429","^([a-z ]*)([0-9]+)","cordoba av","2429"
"IFT","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BOULOGNE SUR MER 549",NA,NA,"D2","boulogne sur mer 549","^([a-z ]*)([0-9]+)","boulogne sur mer","549"
"TEATRO DEL ANGEL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BRAVO, MARIO 1239",NA,NA,"D2","bravo mario 1239","^([a-z ]*)([0-9]+)","bravo mario","1239"
"TEATRO PICCOLINO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","FITZ ROY 2056",NA,NA,"D2","fitz roy 2056","^([a-z ]*)([0-9]+)","fitz roy","2056"
"CHACAREREAN TEATRE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","NICARAGUA 5565",NA,NA,"D2","nicaragua 5565","^([a-z ]*)([0-9]+)","nicaragua","5565"
"TEATRO DEL ABASTO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","HUMAHUACA 3549",NA,NA,"D2","humahuaca 3549","^([a-z ]*)([0-9]+)","humahuaca","3549"
"ESPACIO CULTURAL PATA DE GANSO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ZELAYA 3122",NA,NA,"D2","zelaya 3122","^([a-z ]*)([0-9]+)","zelaya","3122"
"CENDAS AUDITORIO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BULNES 1350",NA,NA,"D2","bulnes 1350","^([a-z ]*)([0-9]+)","bulnes","1350"
"DE LA FABULA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","AGUERO 444",NA,NA,"D2","aguero 444","^([a-z ]*)([0-9]+)","aguero","444"
"EL PORTON DE SANCHEZ","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SANCHEZ DE BUSTAMANTE 1034",NA,NA,"D2","sanchez de bustamante 1034","^([a-z ]*)([0-9]+)","sanchez de bustamante","1034"
"ANDAMIO 90","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PARANA 662",NA,NA,"D2","parana 662","^([a-z ]*)([0-9]+)","parana","662"
"MARGARITA XIRGU","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CHACABUCO 875",NA,NA,"D2","chacabuco 875","^([a-z ]*)([0-9]+)","chacabuco","875"
"TEATRO MAIPO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ESMERALDA 443",NA,NA,"D2","esmeralda 443","^([a-z ]*)([0-9]+)","esmeralda","443"
"TEATRO EL NACIONAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 960",NA,NA,"D2","corrientes av 960","^([a-z ]*)([0-9]+)","corrientes av","960"
"TABARIS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 829",NA,NA,"D2","corrientes av 829","^([a-z ]*)([0-9]+)","corrientes av","829"
"ASTROS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 746",NA,NA,"D2","corrientes av 746","^([a-z ]*)([0-9]+)","corrientes av","746"
"MULTITEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1283",NA,NA,"D2","corrientes av 1283","^([a-z ]*)([0-9]+)","corrientes av","1283"
