NOMBRE	ACTIVIDAD	DIRECCION		
"INSTITUTO SUPERIOR DE FORMACION ARTISTICA DE MUSICA ""JUAN PEDRO ESNAOLA"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	GIRARDOT 1946		
UNIVERSIDAD NACIONAL DE GENERAL SAN MARTIN	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PARANA 145		
MILONGA CHE FLORES	MILONGA Y/O TANGUERIA	ARCE 235		
CENTRO DE ORGANIZADORES DE EVENTOS (COE)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PARAGUAY 1589		
CENTRO DE INVESTIGACIONES CINEMATOGRAFICAS (CIC)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	MATIENZO, BENJAMIN, TENIENTE 2571		
CENTRO ARGENTINO DE ESTUDIO DE MODAS (CAEM)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ALVAREZ, JULIAN 1605		
BUENOS AIRES COMUNICACION	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	BULNES 1350		
CENTRO DE ARTE Y TECNOLOGIA (CEARTEC)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	FRANCO 3057		
ASOCIACION PROFESIONALES DE MEDIOS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	SAN MARTIN 491		
"ESCUELA DE DANZAS ""REINA REECH"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	MENDOZA 2032		
MORA GODOY TANGO EVENTOS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PUEYRREDON AV. 1090		
NUEVO ESTUDIO LA ESQUINA	MILONGA Y/O TANGUERIA	SARMIENTO 722		
ORT (ALMAGRO)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	YATAY 240		
ORT (NUÑEZ)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	DEL LIBERTADOR AV. 6796		
ETER	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ACEVEDO 262		
"ESCUELA DE DISEÑO Y MOLDERIA ""FERNANDA GONZALEZ"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PUEYRREDON, HONORIO, DR. AV. 876		
"ESCUELA DE DISEÑO Y MODA ""DONATO DELEGO"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	SUCRE, ANTONIO JOSE DE, MCAL. 2371		
ESCUELA DA VINCI - ESCUELA DE ARTE MULTIMEDIA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CORRIENTES AV. 2037		
UNIVERSIDAD DE CIENCIAS EMPRESARIALES Y SOCIALES	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PARAGUAY 1401		
LA ACADEMIA DE TANGO DE SUSANA MILLER Y MARIA PLAZAOLA	MILONGA Y/O TANGUERIA	RIOBAMBA 416		
UNIVERSIDAD DEL SALVADOR - FACULTAD DE CIENCIAS DE LA EDUCACION Y LA COMUNICACION SOCIAL	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CALLAO AV. 835		
TANGO ESCUELA CARLOS COPELLO	MILONGA Y/O TANGUERIA	ANCHORENA, TOMAS MANUEL DE, DR. 575		
UNIVERSIDAD DEL SALVADOR - FACULTAD DE CIENCIAS ECONOMICAS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ALVEAR, MARCELO T. DE 1335		
ASOCIACION ARGENTINA DE PUBLICIDAD	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	SANCHEZ DE BUSTAMANTE 106		
UNIVERSIDAD DEL SALVADOR - FACULTAD DE FILOSOFIA Y LETRAS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	RODRIGUEZ PE�A 670		
UNIVERSIDAD DE PALERMO - FACULTAD DE CIENCIAS SOCIALES - DISEÑO Y COMUNICACION	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CORDOBA AV. 3501		
UNIVERSIDAD DEL CINE - FACULTAD DE CINEMATOGRAFIA Y CIENCIAS DE LA EDUCACION	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	GIUFFRA, JOSE M.,DR. 330		
UNIVERSIDAD MAIMONIDES ESCUELA DE HUMANIDADES	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	HIDALGO 775		
"CONSUDEC - PROFESORADOS ""SEPTIMO WALSH"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ESMERALDA 759		
LA ESCUELA DEL TANGO	MILONGA Y/O TANGUERIA	SAN JOSE 364		
UADE - FACULTAD DE CIENCIAS DE LA COMUNICACION Y DISEÑO	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	LIMA 775		
MUSICARTE XXI	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	11 DE SEPTIEMBRE DE 1888 988		
ESCUELA NACIONAL DE MUSEOLOGIA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	MORENO 711		
"INSTITUTO SUPERIOR DE LETRAS ""EDUARDO MALLEA"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ARREDONDO, VIRREY 2416		
TEA IMAGEN	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	URIBURU JOSE E., PRES. 353		
RADIO TEA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	LAVALLE 2258		
"INSTITUTO SUPERIOR ""DANTE ALIGHIERI"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	TUCUMAN 1646		
IMAGEN CAMPUS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	SALTA 239		
TALLER IMAGEN	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	SARMIENTO 2210		
ESCUELA MOTIVARTE	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	MALABIA 1141		
ESCUELA ARGENTINA DE FOTOGRAFIA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CAMPOS SALLES 2155		
ABM	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ALVEAR, MARCELO T. DE 1155		
INSTITUTO EDUCATIVO ARGENTINO	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	RIVADAVIA AV. 11444		
ISPRA INSTITUTO SUPERIOR DE PROTOCOLO DE LA REPUBLICA ARGENTINA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	RIOBAMBA 1059		
"INSTITUTO DE BELLAS ARTES ""BEATO ANGELICO"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ESTADOS UNIDOS 1153		
"INSTITUTO DE DISEÑO ESCENICO ""SAULO BENAVENTE"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	MORENO 3326		
ESCUELA SUPERIOR DE MUSICA (SADEM)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	BELGRANO AV. 3655		
INSTITUTO UNIVERSITARIO ESEADE	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	URIARTE 2472		
ISEC	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	VIAMONTE 2020		
INSTITUTO SUPERIOR DEL PROFESORADO (COSAL)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	YAPEYU 197		
UNIVERSIDAD POPULAR MADRES DE PLAZA DE MAYO	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	YRIGOYEN, HIPOLITO AV. 1584		
NUEVA ESCUELA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CALLAO AV. 67		
"ESCUELA DE FOTOGRAFIA CREATIVA ""ANDY GOLDSTEIN"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	GALLO 1215		
"ESCUELA DE DANZAS N1 ""AIDA VICTORIA MASTRAZZI"""	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ESMERALDA 285		
ESCUELA SUPERIOR DE PUBLICIDAD COMUNICACION Y ARTES VISUALES	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PARAGUAY 1896		
INSTITUTO DE INVESTIGACION Y PERFECCIONAMIENTO IDIP	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	URUGUAY 345		
LA SUISSE-CEPEC	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CORRIENTES AV. 1996		
INSTITUTO SUPERIOR OCTUBRE ISO (SUTERH)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	VENEZUELA 356		
CIEVYC CINE	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	COCHABAMBA 868		
"ESCUELA MUSEO DE BELLAS ARTES ""GRAL URQUIZA"" N 1 DE 12"	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	YERBAL 2370		
INSTITUTO UNIVERSITARIO NACIONAL DE ARTE	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	AZCUENAGA 1129		
INSTITUTO UNIVERSITARIO NACIONAL DE ARTE - DEPTO DE ARTES DEL MOVIMIENTO	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	SANCHEZ DE LORIA 443		
INSTITUTO UNIVERSITARIO NACIONAL DE ARTE - DEPTO DE ARTES DRAMATICOS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	FRENCH 3614		
INSTITUTO UNIVERSITARIO NACIONAL DE ARTE - AREA DE ARTES MULTIMEDIALES	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	YATAY 843		
INSTITUTO UNIVERSITARIO NACIONAL DE ARTE - AREA DE CRITICA DE ARTES	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	MITRE, BARTOLOME 1869		
LIBRERIA YENNY. SUCURSAL AV. CABILDO.	LIBRERIA	CABILDO AV. 1978		
INSTITUTO UNIVERSITARIO NACIONAL DE ARTE - AREA DE ARTES AUDIOVISUALES	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ROCAMORA 4141		
LIBRERIA YENNY. SUCURSAL AEROPUERTO.	LIBRERIA	OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.		
LIBRERIA YENNY. SUCURSAL AV. DEL LIBERTADOR.	LIBRERIA	DEL LIBERTADOR AV. 740		
LIBRERIA JURIDICA YNY	LIBRERIA	LAVALLE 1567		
JUPITER LIBRERIA JURIDICO NOTARIAL	LIBRERIA	LAVALLE 1569		
LIBRERIA DEL JURISTA	LIBRERIA	TALCAHUANO 427		
KEHOT LIBROS & JUDAICA	LIBRERIA	CABRERA, JOSE A. 3102		
KEL EDICIONES. SUCURSAL CONDE.	LIBRERIA	CONDE 1990		
KELL EDICIONES. SUCURSAL M. T. DE ALVEAR.	LIBRERIA	ALVEAR, MARCELO T. DE 1369		
EDITORIAL KIER	LIBRERIA	SANTA FE AV. 1260		
LA LECTURA	LIBRERIA	TUCUMAN 1425		
LETRA VIVA LIBROS	LIBRERIA	DIAZ, CNEL. AV. 1837		
LIBRERIA - EDITORIAL HISTORICA EMILIO J. PERROT	LIBRERIA	AZCUENAGA 1846		
LIBRERIA LEGAL	LIBRERIA	RIOBAMBA 460		
EL LIBRO FRANCES	LIBRERIA	ESMERALDA 861		
LIBRERIA DEL MALBA	LIBRERIA	FIGUEROA ALCORTA, PRES. AV. 3415		
LIBRERIA MARISTA	LIBRERIA	CALLAO AV. 226		
LIBRERIA DEL MARMOL	LIBRERIA	LAVALLE 2015		
MS LIBROS	LIBRERIA	FLORIDA 835		
FERMIN BELLI	DISQUERIA	RIVADAVIA AV. 4930		
LON RECORDS S.R.L.	DISQUERIA	CABILDO AV. 2280		
MAGGI	DISQUERIA	CABILDO AV. 2554		
LASER COMPACT DISC	DISQUERIA	CORRIENTES AV. 753		
LEF	DISQUERIA	TRIUNVIRATO AV. 4673		
KASHMIR MUSIC	DISQUERIA	RIVADAVIA AV. 4900		
LA CUEVA MUSICAL	DISQUERIA	LAVALLE 744		
PICCOLO Y SAXO	DISQUERIA	SANTA FE AV. 3591		
JUAN C. CIGARROA	DISQUERIA	FLORIDA 537		
RECORD SHOP	DISQUERIA	SUAREZ, JOSE LEON 92		
RATS RECORDS TATOO	DISQUERIA	LAVALLE 669		
ROCK SHOW	DISQUERIA	CABILDO AV. 2280		
ROCK AND BILLY	DISQUERIA	SARMIENTO 1249		
WORLD MUSIC	DISQUERIA	PARANA 525		
STROBE RECORDS	DISQUERIA	CABILDO AV. 2280		
SILBANDO DISCOS COMPACTOS	DISQUERIA	CORRIENTES AV. 1543		
EL AGUJERITO	DISQUERIA	MAIPU 971		
COOL MUSIC	DISQUERIA	CALLAO AV. 687		
SON DE AZUCAR	DISQUERIA	GALLO 251		
CUATRO DISQUERIAS	DISQUERIA	LAVALLE 985		
ANTHOLOGY	DISQUERIA	SANTA FE AV. 1670		
ANDREA L. CABRERA	DISQUERIA	SANTA FE AV. 1670		
BRANCA JORGE D	DISQUERIA	LAVALLE 914		
CALVO Y RODRIGUEZ JOSE ANTONIO	DISQUERIA	LAVALLE 809		
CANTACLARO	DISQUERIA	CORRIENTES AV. 1217		
CARLOS CORONATI	DISQUERIA	CORRIENTES AV. 1644		
CARMEN A. AMADO	DISQUERIA	CUZCO 40		
CD DISQUERIA	DISQUERIA	CORRIENTES AV. 1274		
CENTOMAR S.A.	DISQUERIA	LIBERTAD 877		
CLUB DE TANGO	DISQUERIA	PARANA 123		
COMPANIA ERMISUL S.A.	DISQUERIA	CABILDO AV. 2040		
DANIEL H. GONZALEZ	DISQUERIA	FLORIDA 971		
IOVANETTI OSCAR M.	DISQUERIA	CORRIENTES AV. 1246		
GERSZTEIN GUILLERMO D.	DISQUERIA	ENTRE RIOS AV. 879		
FASICARO GUSTAVO	DISQUERIA	ARENALES 3337		
FABELA DISCOS	DISQUERIA	PELLEGRINI, CARLOS 155		
ESPECIAL RECORD S.H.	DISQUERIA	RODRIGUEZ PE�A 122		
ELVIS SHOP	DISQUERIA	FLORIDA 520		
DVD PRODUCCIONES FONOGRAFICAS S.A:	DISQUERIA	CERVIÃ‘O AV. 3375		
TANGO QUEER	MILONGA Y/O TANGUERIA	PERU 571		
MAYORAL Y ELSA MARIA	MILONGA Y/O TANGUERIA	CALLAO AV. 1078		
SALON G.O.N	MILONGA Y/O TANGUERIA	PAVON AV. 3916		
"MUSEO ""BERNARDO A. HOUSSAY"" DE HISTORIA DE LA CIENCIA Y LA TECNOLOGIA"	MUSEO	VIAMONTE 2790		
TANGO EN GEBA	MILONGA Y/O TANGUERIA	MITRE, BARTOLOME 1149		
JUAN ALBERTO COIFFEUR	DISQUERIA	GUIDO 1998		
CULB VILLA MALCOLM	MILONGA Y/O TANGUERIA	CORDOBA AV. 5064		
INSTITUTO DEL CEMENTO PORTLAND ARGENTINO	ARCHIVO	SAN MARTIN 1137		
CLUB EXPERIMENTAL DE TANGO ARTE	MILONGA Y/O TANGUERIA	VENEZUELA 857		
CIRCULO SOCIAL MARIANO ACOSTA	MILONGA Y/O TANGUERIA	ACOSTA, MARIANO AV. 13		
EL PIAL	MILONGA Y/O TANGUERIA	FALCON, RAMON L.,CNEL. 2750		
LA UNIVERSIDAD DEL TANGO	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	AGRELO 3231		
LA HUELLA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	GUARDIA VIEJA 3802		
BIBLIOTECA DEL DOCENTE	BIBLIOTECA	ENTRE RIOS AV. 1349		
"BANCO CENTRAL DE LA REPUBLICA ARGENTINA - BIBLIOTECA ""RAUL PRESBICH"""	BIBLIOTECA	RECONQUISTA 250		
"INSTITUTO DE INVESTIGACIONES MEDICAS ""ALFREDO LANARI"""	BIBLIOTECA	COMBATIENTES DE MALVINAS AV. 3150		
GRUPO ESPELEOLOGICO ARGENTINO	BIBLIOTECA	HEREDIA 426		
BIBLIOTECA COLEGIO NACIONAL BUENOS AIRES	BIBLIOTECA	BOLIVAR 263		
CENTRO DE INFORMACION FUNDACION ESTIMULO A LA VIDA	BIBLIOTECA	PALPA 3307		
LABORATORIO ROUX OCEFA	BIBLIOTECA	MEDINA 138		
"BIBLIOTECA ""ISIDORO RUIZ MORENO"" ESCUELA DE GUERRA NAVAL"	BIBLIOTECA	DEL LIBERTADOR AV. 8071		
BIBLIOTECA LABINCA S.A.	BIBLIOTECA	CRAMER 4130		
BIBLIOTECA Y MAPOTECA SERVICIO GEOGRAFICO MILITAR	BIBLIOTECA	CABILDO AV. 381		
BIBLIOTECA DE LA ACADEMIA NACIONAL DE GEOGRAFIA	BIBLIOTECA	CABILDO AV. 381		
"BIBLIOTECA ""GENERAL BELGRANO"" ESCUELA SUPERIOR DE GUERRA ""TENIENTE GENERAL LUIS M. CAMPOS"""	BIBLIOTECA	MIGUELETES 560		
"BIBLIOTECA DEL HOSPITAL MILITAR CENTRAL ""CIRCULAR MILITAR DR. COSME ARGERICH"""	BIBLIOTECA	CAMPOS, LUIS M. AV. 726		
BIBLIOTECA CENTRO DE INVESTIGACIONES EN ANTROPOLOGIA Y FILOSOFICA Y CULTURAL	BIBLIOTECA	LACROZE, FEDERICO AV. 2100		
INSTITUTO DE ASTRONOMIA Y FISICA DEL ESPACIO	BIBLIOTECA	GUIRALDES, INT. 2620		
CENTRO DE INVESTIGACIONES BIOENERGETICAS	BIBLIOTECA	PARAGUAY 2155		
"CENTRO DE DOCUMENTACION ""DR. SERGIO D"" CONF. MEDICA REPUBLICA ARGENTINA"	BIBLIOTECA	BELGRANO AV. 1235		
BIBLIOTECA CENTTRO LINCOLN INSTITUTO CULTURAL ARGENTINO NORTEAMERICANO	BIBLIOTECA	MAIPU 686		
BIBLIOTECA AIDIS ASOCIACION INTERAMERICANA DE INGENIERIA SANITARIA Y CIENCIAS DEL AMBIENTE	BIBLIOTECA	BELGRANO AV. 1580		
FUNNY BOOKS	LIBRERIA	CIUDAD DE LA PAZ 2602		
LIBRERIA EL GAUCHO. SUCURSAL BOYACA.	LIBRERIA	BOYACA 1538		
LIBRERIA EL GAUCHO. SUCURSAL NEUNQUEN.	LIBRERIA	NEUQUEN 765		
GAMBITO DE ALFIL	LIBRERIA	BONIFACIO, JOSE 1402		
EL GATO ESCALADO LIBROS	LIBRERIA	INDEPENDENCIA AV. 3548		
EL TUNEL DE BUENOS AIRES	LIBRERIA	DE MAYO AV. 767		
LIBRERIA ENSAYO	LIBRERIA	LAVALLE 528		
EL ESCRIBA	LIBRERIA	BALCARCE 1053		
EIFFEL LIBRES	LIBRERIA	CORDOBA AV. 960		
ESTARI LIBROS	LIBRERIA	VIAMONTE 2058		
CALESITA PLAZA ALMAGRO	CALESITA	BULNES Y SARMIENTO		
CALESITA DEL SPINETTO	CALESITA	ALSINA, ADOLFO Y MATHEU		
CALESITA DE DON PEPE	CALESITA	HERRERA Y BRANDSEN		
LA CALESITA DE ANTONIO	CALESITA	IRIARTE, GRAL. AV. Y LUZURIAGA		
CALESITA ESTACION BELGRANO R	CALESITA	JURAMENTO 3200		
CALESITA DE LA PLAZA REPUBLICA DE MEXICO	CALESITA	LA PAMPA Y FIGUEROA ALCORTA, PRES. AV.		
CALESITA DE PARQUE RIVADAVIA	CALESITA	ROSARIO Y BEAUCHEF		
CALESITA JOSE DE PLAZA IRLANDA	CALESITA	NEUQUEN Y ALVAREZ, DONATO, TTE. GRAL.		
CALESITA ESTACION CABALLITO	CALESITA	ROJAS Y BACACAY		
LA CALESITA DE CARLITOS	CALESITA	GALLARDO, ANGEL AV. Y PATRICIAS ARGENTINAS AV.		
LA CALESITA DE PARQUE LOS ANDES	CALESITA	ARENAL, CONCEPCION Y CORRIENTES AV.		
CALESITA DEL PARQUE INFANTIL DON JOSE	CALESITA	ALVAREZ JONTE AV. 4767		
LA CALESITA DE COLEGIALES	CALESITA	LACROZE, FEDERICO AV. 2782		
CALESITA EL PATO	CALESITA	ENTRE RIOS AV. 1056		
CALESITA PEKAS	CALESITA	GAONA AV. 3036		
CALESITA DE LA PLAZA MISERICORDIA	CALESITA	LAUTARO Y BILBAO, FRANCISCO		
CALESITA DE LA PLAZA GENERAL PUEYRREDON	CALESITA	YERBAL Y ARTIGAS, JOSE GERVASIO, GRAL.		
CALESITA DE LA ESTACION FLORESTA	CALESITA	SEGUROLA AV. Y FLORES, VENANCIO, GRAL.		
LA CALESITA DE DON LUIS	CALESITA	FALCON, RAMON L.,CNEL. AV. 5990		
CALESITA EL GATO DEL POLIDEPORTIVO NUEVA CHICAGO	CALESITA	DIRECTORIO AV. Y DE LA TORRE, LISANDRO AV.		
CALESITA MI SUEÑO DE LA PLAZA SALABERRY	CALESITA	ALBERDI, JUAN BAUTISTA AV. Y PILAR		
CARROUSEL DE LOS NIÑOS DE LA PLAZA DEL CONGRESO	CALESITA	YRIGOYEN, HIPOLITO Y SAENZ PE�A, LUIS, PRES.		
CALESITA PEDRITO DE LA PLAZA POMPEYA	CALESITA	TRAFUL Y SAENZ AV.		
CALESITA DE LA PLAZA BALCARCE	CALESITA	VUELTA DE OBLIGADO Y JARAMILLO		
CALESITA DEL JARDIN ZOOLOGICO	CALESITA	DEL LIBERTADOR AV. Y SARMIENTO AV.		
CALESITA DE LA PLAZA UNION LATINOAMERICANA	CALESITA	COSTA RICA Y MEDRANO		
CALESITA DEL PARQUE 3 DE FEBRERO	CALESITA	DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA		
LA CALESITA DE PEDRITO DE PARQUE LAS HERAS	CALESITA	DIAZ, CNEL. AV. Y LAS HERAS GENERAL AV.		
CALESITA DE LA PLAZA CAMPAÑA DEL DESIERTO	CALESITA	MALABIA Y NICARAGUA		
QUEEN CARROUSEL	CALESITA	FIGUEROA ALCORTA, PRES. AV. Y SALGUERO, JERONIMO		
CALESITA JUAN CARLOS DE LA PLAZA REPUBLICA DE BOLIVIA	CALESITA	DEL LIBERTADOR AV. Y OLLEROS AV.		
CALESITA DE PARQUE AVELLANEDA	CALESITA	DIRECTORIO AV. Y LACARRA		
LA CALESITA DE TATIN DEL PQUE. CHACABUCO	CALESITA	ASAMBLEA AV. Y MIRO		
LA CALESITA DE PARQUE PATRICIOS	CALESITA	CASEROS AV. Y PEPIRI		
LA CALESITA DE DANIEL DE LA PLAZA TTE. GRAL. EMILIO MITRE	CALESITA	CANTILO Y PACHECO DE MELO, JOSE ANDRES		
CARROUSEL CLASICO	CALESITA	POSADAS Y LIBERTAD		
CALESITA DEL PARQUE SAAVEDRA	CALESITA	GARCIA DEL RIO Y CONDE		
CALESITA PLAZA ESTE DE LA ESTACION SAAVEDRA	CALESITA	BALBIN, RICARDO, DR. AV. Y PLAZA		
CALESITA DE LA PLAZA MARTIN FIERRO	CALESITA	BARCALA Y URQUIZA, GRAL.		
CALESITA DE PARQUE LEZAMA	CALESITA	DEFENSA Y FINOCHIETTO ENRIQUE DR.		
CALESITA DE LA ALEGRIA DE LA PLAZA ARISTOBULO DEL VALLE	CALESITA	CAMPANA Y SASTRE, MARCOS		
LA CALESITA DE DEVOTO	CALESITA	NUEVA YORK 4050		
LA CALESITA DE PASCUALITO DE LA PLAZA SAENZ PEÑA	CALESITA	LAMAS, ANDRES Y ESCALADA DE SAN MARTIN, R.		
CALESITA STELLA MARIS	CALESITA	SOLDADO DE LA FRONTERA AV. Y OLASCOAGA, MANUEL JOSE, CNEL.		
CALESITA A LOS SUEÑOS DE LOS NIÑOS DE LA PLAZA UNIDAD NACIONAL	CALESITA	MURGUIONDO Y GALLO, DELFIN		
CALESITA DE LA PLAZA 25 DE AGOSTO	CALESITA	CHARLONE Y 14 DE JULIO		
LA CALESITA DE LEONARDO	CALESITA	BEIRO, FRANCISCO AV. 5340		
CALESITA EL CAPRICHO	CALESITA	FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y PIEDRA BUENA AV.		
EL ESCONDITE	LIBRERIA	GUEMES 3877		
LA CALESITA DE LA PLAZA 1 DE MAYO	CALESITA	YRIGOYEN, HIPOLITO Y PASCO		
LIBROS FRIEDENTHAL	LIBRERIA	PERON, JUAN DOMINGO, TTE. GENERAL 1597		
LIBRERIA EL FORO	LIBRERIA	LAVALLE 1362		
FLORENTINO LIBROS	LIBRERIA	PARRAL 93		
FEDRO	CENTRO CULTURAL	CALVO, CARLOS 578		
EL FARO DEL FIN DEL MUNDO	LIBRERIA	LIBERTAD 1240		
LIBRERIA FAMS	LIBRERIA	CORDOBA AV. 2208		
LIBRERIA LA FACULTAD	LIBRERIA	INDEPENDENCIA AV. 3065		
EL EXTRANJERO LIBROS Y CINE	LIBRERIA	OLLEROS 4128		
LIBRERIA DEL INSTITUTO	LIBRERIA	RODRIGUEZ PE�A 1054		
LIBRERIA HUEMUL	LIBRERIA	SANTA FE AV. 2237		
LIBRERIA HERNANDEZ. SUCURSAL CORRIENTES II.	LIBRERIA	CORRIENTES AV. 1311		
LIBRERIA HERNANDEZ. SUCURSAL CORRIENTES.	LIBRERIA	CORRIENTES AV. 1436		
LIBRERIA HELENA DE BUENOS AIRES	LIBRERIA	ESMERALDA 882		
LIBRERIA HASTINAPURA	LIBRERIA	CHILE 1477		
HAPPY BOOKS	LIBRERIA	RIVADAVIA AV. 5462		
EL HABLADOR	LIBRERIA	CABILDO AV. 2280		
LIBRERIA GUIRAUD	LIBRERIA	DIAZ, CNEL. AV. 1492		
LIBRERIA GUADALUPITA	LIBRERIA	AVELLANEDA AV. 3918		
GOUT ELITE GASTRONOMICA	LIBRERIA	ECHEVERRIA 2077		
EL GLYPTODON	LIBRERIA	AYACUCHO 734		
GALERNA LIBROS. SUCURSAL CABILDO.	LIBRERIA	CABILDO AV. 1852		
GALERNA LIBROS. SUCURSAL URUGUAY.	LIBRERIA	URUGUAY 1049		
GALERNA LIBROS. SUCURSAL PERU.	LIBRERIA	PERU 1064		
LIBRERIA FERNANDEZ BLANCO	LIBRERIA	TUCUMAN 712		
AQUILANTI LIBROS	LIBRERIA	RINCON 79		
ENTELEQUIA COMIC BOOK STORE (SUCURSAL URUGUAY)	LIBRERIA	URUGUAY 341		
ENTELEQUIA COMIC BOOK STORE (SUCURSAL JURAMENTO)	LIBRERIA	JURAMENTO AV. 2584		
ENTRE LIBROS. SUCURSAL AV. SANTA FE.	LIBRERIA	SANTA FE AV. 2450		
ENTRE LIBROS. SUCURSAL AV. CABILDO.	LIBRERIA	CABILDO AV. 2280		
LIBRERIA EDIPO. SUCURSAL SANTA FE.	LIBRERIA	SANTA FE AV. 2691		
EDIPO LIBROS (SUCURSAL LAVALLE)	LIBRERIA	LAVALLE 1582		
EDIPO LIBROS (SUCURSAL AV. CORRIENTES)	LIBRERIA	CORRIENTES AV. 1686		
LIBRERIA SANTA FE. SUCURSAL ALTO PALERMO.	LIBRERIA	SANTA FE AV. 3253		
LIBRERIA SANTA FE. SUCURSAL SANTA FE II.	LIBRERIA	SANTA FE AV. 2582		
LIBRERIA SANTA FE. SUCURSAL CABILDO.	LIBRERIA	CABILDO AV. 605		
LIBRERIA NADIR. SUCURSAL CUENCA.	LIBRERIA	CUENCA 3131		
